,year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
8068,2015,2015-06-05,2015-06-07,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,,0.409,0.073,0.474,0.0,0.044
8069,2015,2015-06-06,2015-06-07,Dataland Daily,National,Online,200,Adults,,0.215,0.25,0.375,0.035,0.125
8070,2015,2015-06-07,2015-06-08,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.387,0.275,0.259,0.0,0.079
8071,2015,2015-06-06,2015-06-08,Proudly Paid For Polling,National,Online,1000,LV,PDAL,0.235,0.243,0.425,0.059,0.038
8072,2015,2015-06-07,2015-06-08,Synapse Strategies,Neuronia,Online,1000,LV,,0.062,0.224,0.143,0.536,0.035
8073,2015,2015-06-08,2015-06-09,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.18,0.304,0.448,0.0,0.067
8074,2015,2015-06-07,2015-06-09,Dataland Daily,National,Online,200,Adults,,0.16,0.245,0.415,0.06,0.12
8075,2015,2015-06-07,2015-06-09,Proudly Paid For Polling,Quantumridge,Online,1000,LV,CC,0.273,0.229,0.443,0.0,0.055
8076,2015,2015-06-08,2015-06-09,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,,0.173,0.231,0.334,0.22,0.043
8077,2015,2015-06-09,2015-06-10,Metaflux University,Byteforge Domain,IVR,1500,RV,,0.383,0.076,0.472,0.0,0.069
8078,2015,2015-06-08,2015-06-10,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,,0.296,0.307,0.362,0.0,0.035
8079,2015,2015-06-08,2015-06-10,Dataland Daily,National,Online,200,Adults,,0.16,0.375,0.315,0.03,0.12
8080,2015,2015-06-09,2015-06-10,No Province Left Behind,National,IVR,500,LV,,0.296,0.216,0.388,0.06,0.04
8081,2015,2015-06-08,2015-06-10,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,PDAL,0.203,0.225,0.386,0.163,0.023
8082,2015,2015-06-10,2015-06-11,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,,0.419,0.075,0.466,0.0,0.039
8083,2015,2015-06-10,2015-06-11,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.159,0.214,0.324,0.274,0.029
8084,2015,2015-06-09,2015-06-11,Dataland Daily,National,Online,200,Adults,,0.17,0.245,0.425,0.04,0.12
8085,2015,2015-06-10,2015-06-11,Dataland Daily,National,Online,200,Adults,,0.18,0.335,0.335,0.02,0.13
8086,2015,2015-06-11,2015-06-12,Proudly Paid For Polling,Byteforge Domain,Online,1000,LV,PDAL,0.402,0.067,0.502,0.0,0.029
8087,2015,2015-06-10,2015-06-12,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.119,0.358,0.478,0.0,0.045
8088,2015,2015-06-11,2015-06-12,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,CC,0.204,0.154,0.341,0.23,0.071
8089,2015,2015-06-10,2015-06-12,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.35,0.313,0.266,0.0,0.071
8090,2015,2015-06-11,2015-06-12,Dataland Daily,National,Online,200,Adults,,0.3,0.18,0.385,0.015,0.12
8091,2015,2015-06-12,2015-06-13,Synapse Strategies,Cortexia,Online,1000,LV,,0.188,0.195,0.355,0.227,0.035
8092,2015,2015-06-12,2015-06-13,Big Dataland Surveys,National,Online,10000,RV,,0.242,0.258,0.387,0.058,0.055
8093,2015,2015-06-12,2015-06-13,Synapse Strategies,Synapse Territories,Online,1000,LV,SSP,0.176,0.235,0.308,0.256,0.025
8094,2015,2015-06-12,2015-06-14,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.268,0.29,0.296,0.102,0.044
8095,2015,2015-06-12,2015-06-14,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.308,0.306,0.349,0.0,0.037
8096,2015,2015-06-12,2015-06-14,Progressive Polling,Electropolis,Live caller,1000,LV,PDAL,0.228,0.321,0.408,0.0,0.043
8097,2015,2015-06-12,2015-06-14,Dataland Daily,National,Online,200,Adults,,0.27,0.275,0.32,0.05,0.085
8098,2015,2015-06-12,2015-06-14,Dataland Register-Gazette,National,Live caller,1500,LV,,0.247,0.257,0.397,0.055,0.043
8099,2015,2015-06-12,2015-06-14,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.052,0.176,0.114,0.639,0.019
8100,2016,2016-04-05,2016-04-07,Dataland Daily,National,Online,200,Adults,,0.16,0.265,0.335,0.035,0.205
8101,2016,2016-04-06,2016-04-07,Dataland Daily,National,Online,200,Adults,,0.175,0.32,0.34,0.02,0.145
8102,2016,2016-04-07,2016-04-09,Progressive Polling,Cerebrica,Live caller,1000,Adults,PDAL,0.175,0.207,0.415,0.042,0.161
8103,2016,2016-04-08,2016-04-09,No Province Left Behind,Infinitron Peninsula,IVR,500,RV,,0.348,0.27,0.222,0.0,0.16
8104,2016,2016-04-07,2016-04-09,Dataland Daily,National,Online,200,Adults,,0.165,0.225,0.345,0.025,0.24
8105,2016,2016-04-08,2016-04-09,Dataland Daily,National,Online,200,Adults,,0.16,0.27,0.315,0.035,0.22
8106,2016,2016-04-08,2016-04-09,Cobolite Coalition Calling,National,IVR,2000,RV,CC,0.22,0.219,0.302,0.059,0.2
8107,2016,2016-04-08,2016-04-10,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,,0.043,0.228,0.128,0.404,0.198
8108,2016,2016-04-09,2016-04-11,Dataland Daily,National,Online,200,Adults,,0.12,0.235,0.42,0.035,0.19
8109,2016,2016-04-10,2016-04-11,Dataland Daily,National,Online,200,Adults,,0.155,0.235,0.29,0.055,0.265
8110,2016,2016-04-11,2016-04-13,Dataland Daily,National,Online,200,Adults,,0.22,0.24,0.335,0.035,0.17
8111,2016,2016-04-12,2016-04-13,Dataland Daily,National,Online,200,Adults,,0.225,0.2,0.31,0.035,0.23
8112,2016,2016-04-13,2016-04-14,Dataland Daily,National,Online,200,Adults,,0.23,0.2,0.33,0.045,0.195
8113,2016,2016-04-14,2016-04-16,Dataland Daily,National,Online,200,Adults,,0.17,0.235,0.315,0.05,0.23
8114,2016,2016-04-15,2016-04-16,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,CC,0.058,0.156,0.144,0.488,0.153
8115,2016,2016-04-16,2016-04-17,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,,0.24,0.21,0.272,0.137,0.141
8116,2016,2016-04-15,2016-04-17,Dataland Daily,National,Online,200,Adults,,0.205,0.225,0.295,0.04,0.235
8117,2016,2016-04-15,2016-04-17,Big Dataland Surveys,National,Online,10000,RV,,0.195,0.236,0.35,0.046,0.173
8118,2016,2016-04-16,2016-04-18,Dataland Daily,National,Online,200,Adults,,0.18,0.195,0.35,0.055,0.22
8119,2016,2016-04-17,2016-04-18,Dataland Daily,National,Online,200,Adults,,0.215,0.245,0.25,0.035,0.255
8120,2016,2016-04-18,2016-04-19,Dataland Daily,National,Online,200,Adults,,0.16,0.25,0.355,0.04,0.195
8121,2016,2016-04-19,2016-04-20,Dataland Daily,National,Online,200,Adults,,0.24,0.25,0.325,0.03,0.155
8122,2016,2016-04-19,2016-04-21,Cobolite Coalition Calling,National,IVR,2000,RV,,0.238,0.219,0.278,0.027,0.238
8123,2016,2016-04-20,2016-04-21,Dataland Daily,National,Online,200,Adults,,0.145,0.315,0.29,0.025,0.225
8124,2016,2016-04-20,2016-04-22,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.328,0.247,0.266,0.0,0.158
8125,2016,2016-04-20,2016-04-22,No Province Left Behind,Infinitron Peninsula,IVR,500,RV,,0.358,0.264,0.276,0.0,0.102
8126,2016,2016-04-21,2016-04-22,Big Dataland Surveys,National,Online,10000,RV,,0.163,0.272,0.36,0.044,0.162
8127,2016,2016-04-21,2016-04-22,Cobolite Coalition Calling,Voltagea,IVR,2000,RV,,0.162,0.41,0.288,0.0,0.141
8128,2016,2016-04-21,2016-04-23,Dataland Daily,National,Online,200,Adults,,0.195,0.23,0.345,0.045,0.185
8129,2016,2016-04-22,2016-04-23,Dataland Daily,National,Online,200,Adults,,0.19,0.18,0.37,0.035,0.225
8130,2016,2016-04-23,2016-04-24,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,,0.299,0.067,0.528,0.0,0.106
8131,2016,2016-04-23,2016-04-24,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.301,0.193,0.392,0.0,0.114
8132,2016,2016-04-22,2016-04-24,No Province Left Behind,National,IVR,500,RV,,0.206,0.226,0.418,0.036,0.114
8133,2016,2016-04-22,2016-04-24,Synapse Strategies,Neuronia,Online,1000,RV,SSP,0.042,0.209,0.149,0.49,0.11
8134,2016,2016-04-23,2016-04-25,Dataland Daily,National,Online,200,Adults,,0.165,0.25,0.325,0.05,0.21
8135,2016,2016-04-23,2016-04-25,Progressive Polling,Voltagea,Live caller,1000,Adults,PDAL,0.067,0.29,0.543,0.0,0.1
8136,2016,2016-04-25,2016-04-26,Metaflux University,Byteforge Domain,IVR,1500,Adults,,0.441,0.084,0.348,0.0,0.127
8137,2016,2016-04-24,2016-04-26,Dataland Daily,National,Online,200,Adults,,0.125,0.31,0.31,0.03,0.225
8138,2016,2016-04-25,2016-04-27,Progressive Polling,Cortexia,Live caller,1000,Adults,,0.139,0.19,0.382,0.173,0.116
8139,2016,2016-04-25,2016-04-27,Dataland Daily,National,Online,200,Adults,,0.18,0.22,0.34,0.025,0.235
8140,2016,2016-04-26,2016-04-27,Big Dataland Surveys,National,Online,10000,RV,,0.21,0.264,0.337,0.051,0.138
8141,2016,2016-04-26,2016-04-27,Metaflux University,Quantumridge,IVR,1500,Adults,,0.172,0.196,0.483,0.0,0.149
8142,2016,2016-04-26,2016-04-28,Dataland Daily,National,Online,200,Adults,,0.155,0.235,0.265,0.055,0.29
8143,2016,2016-04-27,2016-04-28,Dataland Daily,National,Online,200,Adults,,0.195,0.285,0.335,0.045,0.14
8144,2016,2016-04-26,2016-04-28,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.157,0.206,0.315,0.206,0.116
8145,2016,2016-04-27,2016-04-29,Metaflux University,Infinitron Peninsula,IVR,1500,Adults,,0.445,0.221,0.199,0.0,0.135
8146,2016,2016-04-28,2016-04-29,Dataland Daily,National,Online,200,Adults,,0.195,0.305,0.285,0.04,0.175
8147,2016,2016-04-28,2016-04-29,Metaflux University,Quantumridge,IVR,1500,Adults,,0.187,0.235,0.46,0.0,0.118
8148,2016,2016-04-28,2016-04-30,No Province Left Behind,Amperville,IVR,500,RV,,0.04,0.166,0.644,0.0,0.15
8149,2016,2016-04-28,2016-04-30,Cobolite Coalition Calling,Circuit Confederation,IVR,2000,RV,,0.203,0.252,0.38,0.0,0.164
8150,2016,2016-04-29,2016-05-01,Dataland Daily,National,Online,200,Adults,,0.16,0.265,0.335,0.06,0.18
8151,2016,2016-04-30,2016-05-02,Dataland Daily,National,Online,200,Adults,,0.2,0.23,0.32,0.06,0.19
8152,2016,2016-05-01,2016-05-02,Dataland Daily,National,Online,200,Adults,,0.16,0.3,0.325,0.05,0.165
8153,2016,2016-05-01,2016-05-02,Proudly Paid For Polling,National,Online,1000,RV,DGM,0.174,0.326,0.367,0.049,0.084
8154,2016,2016-05-01,2016-05-02,Proudly Paid For Polling,Voltagea,Online,1000,RV,PDAL,0.082,0.292,0.537,0.0,0.089
8155,2016,2016-05-02,2016-05-03,No Province Left Behind,Amperville,IVR,500,RV,,0.042,0.21,0.64,0.0,0.108
8156,2016,2016-05-01,2016-05-03,Synapse Strategies,Cerebrica,Online,1000,RV,,0.192,0.238,0.386,0.054,0.13
8157,2016,2016-05-02,2016-05-03,Dataland Daily,National,Online,200,Adults,,0.16,0.27,0.39,0.035,0.145
8158,2016,2016-05-01,2016-05-03,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,,0.065,0.166,0.123,0.501,0.146
8159,2016,2016-05-02,2016-05-04,Metaflux University,Binaryshire,IVR,1500,RV,,0.704,0.014,0.115,0.0,0.167
8160,2016,2016-05-03,2016-05-04,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.162,0.275,0.45,0.0,0.113
8161,2016,2016-05-03,2016-05-04,Progressive Polling,Circuiton,Live caller,1000,Adults,PDAL,0.056,0.318,0.523,0.0,0.103
8162,2016,2016-05-03,2016-05-04,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.393,0.165,0.334,0.0,0.108
8163,2016,2016-05-03,2016-05-05,Dataland Daily,National,Online,200,Adults,,0.24,0.215,0.35,0.045,0.15
8164,2016,2016-05-03,2016-05-05,Big Dataland Surveys,National,Online,10000,RV,,0.228,0.244,0.341,0.041,0.146
8165,2016,2016-05-04,2016-05-05,Dataland Daily,National,Online,200,Adults,,0.2,0.315,0.25,0.03,0.205
8166,2016,2016-05-04,2016-05-05,No Province Left Behind,Neuronia,IVR,500,RV,,0.058,0.146,0.154,0.528,0.114
8167,2016,2016-05-03,2016-05-05,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.192,0.201,0.324,0.194,0.089
8168,2016,2016-05-03,2016-05-05,Big Dataland Surveys,Synapse Territories,Online,10000,RV,,0.162,0.232,0.332,0.168,0.106
8169,2016,2016-05-05,2016-05-06,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.075,0.11,0.646,0.0,0.168
8170,2016,2016-05-04,2016-05-06,Synapse Strategies,Cerebrica,Online,1000,RV,,0.225,0.257,0.351,0.045,0.122
8171,2016,2016-05-04,2016-05-06,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,CC,0.533,0.136,0.187,0.0,0.144
8172,2016,2016-05-05,2016-05-06,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.331,0.171,0.379,0.0,0.119
8173,2016,2016-05-05,2016-05-06,Dataland Daily,National,Online,200,Adults,,0.21,0.25,0.335,0.04,0.165
8174,2016,2016-05-06,2016-05-07,Dataland Register-Gazette,Cerebrica,Live caller,1500,RV,,0.232,0.222,0.347,0.051,0.147
8175,2016,2016-05-06,2016-05-07,Proudly Paid For Polling,Infinitron Peninsula,Online,1000,RV,DGM,0.419,0.273,0.219,0.0,0.089
8176,2016,2016-05-06,2016-05-07,Proudly Paid For Polling,Quantumridge,Online,1000,RV,CC,0.203,0.202,0.491,0.0,0.104
8177,2016,2016-05-07,2016-05-08,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,,0.351,0.215,0.359,0.0,0.075
8178,2016,2016-05-06,2016-05-08,Dataland Daily,National,Online,200,Adults,,0.215,0.205,0.345,0.06,0.175
8179,2016,2016-05-07,2016-05-08,Dataland Daily,National,Online,200,Adults,,0.15,0.28,0.345,0.06,0.165
8180,2016,2016-05-08,2016-05-09,Progressive Polling,Circuiton,Live caller,1000,Adults,PDAL,0.044,0.311,0.553,0.0,0.092
8181,2016,2016-05-08,2016-05-09,Dataland Daily,National,Online,200,Adults,,0.155,0.23,0.455,0.015,0.145
8182,2016,2016-05-08,2016-05-10,Proudly Paid For Polling,Amperville,Online,1000,RV,PDAL,0.037,0.123,0.72,0.0,0.12
8183,2016,2016-05-09,2016-05-10,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,,0.422,0.044,0.409,0.0,0.126
8184,2016,2016-05-09,2016-05-10,Metaflux University,Byteforge Domain,IVR,1500,RV,,0.469,0.052,0.361,0.0,0.117
8185,2016,2016-05-08,2016-05-10,Proudly Paid For Polling,Infoglen,Online,1000,RV,PDAL,0.295,0.213,0.382,0.0,0.11
8186,2016,2016-05-09,2016-05-10,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.397,0.153,0.324,0.0,0.127
8187,2016,2016-05-09,2016-05-10,Dataland Daily,National,Online,200,Adults,,0.19,0.255,0.31,0.055,0.19
8188,2016,2016-05-09,2016-05-10,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,,0.088,0.299,0.515,0.0,0.097
8189,2016,2016-05-09,2016-05-11,Metaflux University,Binaryshire,IVR,1500,RV,,0.764,0.014,0.123,0.0,0.099
8190,2016,2016-05-10,2016-05-11,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.143,0.265,0.448,0.0,0.144
8191,2016,2016-05-09,2016-05-11,Proudly Paid For Polling,Circuiton,Online,1000,RV,PDAL,0.049,0.397,0.476,0.0,0.078
8192,2016,2016-05-10,2016-05-11,Dataland Daily,National,Online,200,Adults,,0.165,0.23,0.385,0.06,0.16
8193,2016,2016-05-10,2016-05-11,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.181,0.21,0.347,0.166,0.097
8194,2016,2016-05-11,2016-05-12,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,,0.314,0.045,0.556,0.0,0.085
8195,2016,2016-05-10,2016-05-12,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.366,0.143,0.392,0.0,0.099
8196,2016,2016-05-10,2016-05-12,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.315,0.169,0.392,0.0,0.123
8197,2016,2016-05-11,2016-05-12,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,PDAL,0.326,0.156,0.421,0.0,0.097
8198,2016,2016-05-11,2016-05-12,Dataland Daily,National,Online,200,Adults,,0.185,0.215,0.375,0.025,0.2
8199,2016,2016-05-10,2016-05-12,Proudly Paid For Polling,Neuronia,Online,1000,LV,CC,0.055,0.186,0.159,0.48,0.12
8200,2016,2016-05-12,2016-05-14,Dataland Daily,National,Online,200,Adults,,0.145,0.21,0.41,0.1,0.135
8201,2016,2016-05-13,2016-05-14,Dataland Daily,National,Online,200,Adults,,0.225,0.21,0.345,0.04,0.18
8202,2016,2016-05-12,2016-05-14,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.036,0.162,0.157,0.519,0.126
8203,2016,2016-05-12,2016-05-14,Dataland Register-Gazette,Synapse Territories,Live caller,1500,RV,,0.168,0.232,0.351,0.185,0.064
8204,2016,2016-05-13,2016-05-15,Dataland Register-Gazette,Electropolis,Live caller,1500,RV,,0.235,0.317,0.37,0.0,0.077
8205,2016,2016-05-14,2016-05-15,Dataland Daily,National,Online,200,Adults,,0.23,0.285,0.31,0.04,0.135
8206,2016,2016-05-13,2016-05-15,Metaflux University,Quantumridge,IVR,1500,RV,,0.206,0.176,0.52,0.0,0.098
8207,2016,2016-05-15,2016-05-16,Proudly Paid For Polling,Electropolis,Online,1000,LV,PDAL,0.226,0.283,0.419,0.0,0.072
8208,2016,2016-05-14,2016-05-16,Proudly Paid For Polling,Quantumridge,Online,1000,LV,DGM,0.161,0.201,0.506,0.0,0.132
8209,2016,2016-05-14,2016-05-16,Synapse Strategies,Synapse Territories,Online,1000,LV,SSP,0.159,0.209,0.342,0.207,0.083
8210,2016,2016-05-15,2016-05-16,Proudly Paid For Polling,Synapse Territories,Online,1000,LV,CC,0.216,0.192,0.377,0.17,0.045
8211,2016,2016-05-15,2016-05-17,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,CC,0.437,0.144,0.358,0.0,0.061
8212,2016,2016-05-15,2016-05-17,Dataland Daily,National,Online,200,Adults,,0.16,0.215,0.4,0.065,0.16
8213,2016,2016-05-16,2016-05-17,Dataland Daily,National,Online,200,Adults,,0.16,0.305,0.36,0.03,0.145
8214,2016,2016-05-16,2016-05-18,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,CC,0.305,0.202,0.332,0.051,0.11
8215,2016,2016-05-17,2016-05-18,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.154,0.306,0.456,0.0,0.085
8216,2016,2016-05-17,2016-05-18,Dataland Daily,National,Online,200,Adults,,0.2,0.305,0.315,0.035,0.145
8217,2016,2016-05-17,2016-05-19,No Province Left Behind,Binaryshire,IVR,500,LV,,0.776,0.024,0.136,0.0,0.064
8218,2016,2016-05-17,2016-05-19,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,,0.317,0.219,0.347,0.0,0.116
8219,2016,2016-05-17,2016-05-19,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.36,0.167,0.377,0.0,0.096
8220,2016,2016-05-18,2016-05-19,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.375,0.186,0.329,0.0,0.111
8221,2016,2016-05-18,2016-05-19,Dataland Daily,National,Online,200,Adults,,0.18,0.27,0.38,0.025,0.145
8222,2016,2016-05-17,2016-05-19,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.168,0.229,0.32,0.166,0.117
8223,2016,2016-05-18,2016-05-20,Metaflux University,Byteforge Domain,IVR,1500,RV,,0.409,0.057,0.437,0.0,0.097
8224,2016,2016-05-19,2016-05-20,Metaflux University,Byteforge Domain,IVR,1500,RV,,0.355,0.08,0.453,0.0,0.112
8225,2016,2016-05-18,2016-05-20,Proudly Paid For Polling,National,Online,1000,LV,CC,0.261,0.235,0.369,0.035,0.1
8226,2016,2016-05-19,2016-05-20,Dataland Daily,National,Online,200,Adults,,0.15,0.275,0.34,0.025,0.21
8227,2016,2016-05-20,2016-05-21,Metaflux University,Byteforge Domain,IVR,1500,RV,,0.403,0.079,0.431,0.0,0.087
8228,2016,2016-05-20,2016-05-21,Dataland Daily,National,Online,200,Adults,,0.165,0.325,0.29,0.03,0.19
8229,2016,2016-05-19,2016-05-21,No Province Left Behind,Quantumridge,IVR,500,LV,,0.214,0.216,0.44,0.0,0.13
8230,2016,2016-05-19,2016-05-21,Proudly Paid For Polling,Quantumridge,Online,1000,LV,DGM,0.192,0.264,0.471,0.0,0.073
8231,2016,2016-05-20,2016-05-21,Dataland Register-Gazette,Voltagea,Live caller,1500,LV,,0.108,0.335,0.505,0.0,0.053
8232,2016,2016-05-21,2016-05-22,Proudly Paid For Polling,Circuiton,Online,1000,LV,CC,0.127,0.362,0.422,0.0,0.089
8233,2016,2016-05-21,2016-05-22,Proudly Paid For Polling,Cortexia,Online,1000,LV,PDAL,0.167,0.201,0.372,0.173,0.087
8234,2016,2016-05-21,2016-05-22,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.259,0.305,0.347,0.0,0.089
8235,2016,2016-05-21,2016-05-22,Dataland Daily,National,Online,200,Adults,,0.205,0.275,0.35,0.025,0.145
8236,2016,2016-05-21,2016-05-22,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,,0.203,0.203,0.357,0.17,0.067
8237,2016,2016-05-22,2016-05-23,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,,0.373,0.067,0.473,0.0,0.087
8238,2016,2016-05-22,2016-05-23,Cobolite Coalition Calling,Cerebrica,IVR,2000,RV,CC,0.341,0.214,0.322,0.028,0.095
8239,2016,2016-05-22,2016-05-23,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,,0.196,0.205,0.344,0.197,0.058
8240,2016,2016-05-22,2016-05-23,Progressive Polling,Electropolis,Live caller,1000,Adults,,0.218,0.392,0.335,0.0,0.055
8241,2016,2016-05-21,2016-05-23,Metaflux University,Infoglen,IVR,1500,RV,,0.376,0.198,0.308,0.0,0.118
8242,2016,2016-05-22,2016-05-23,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.352,0.203,0.386,0.0,0.059
8243,2016,2016-05-22,2016-05-24,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,LV,,0.158,0.303,0.469,0.0,0.071
8244,2016,2016-05-23,2016-05-24,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,CC,0.562,0.148,0.192,0.0,0.097
8245,2016,2016-05-22,2016-05-24,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.442,0.169,0.294,0.0,0.095
8246,2016,2016-05-22,2016-05-24,Dataland Daily,National,Online,200,Adults,,0.18,0.3,0.34,0.045,0.135
8247,2016,2016-05-22,2016-05-24,Dataland Register-Gazette,National,Live caller,1500,LV,,0.276,0.236,0.396,0.038,0.054
8248,2016,2016-05-23,2016-05-24,Dataland Daily,National,Online,200,Adults,,0.215,0.295,0.345,0.03,0.115
8249,2016,2016-05-23,2016-05-24,Dataland Register-Gazette,Voltagea,Live caller,1500,LV,,0.099,0.333,0.495,0.0,0.073
8250,2016,2016-05-23,2016-05-25,Metaflux University,Infoglen,IVR,1500,RV,,0.379,0.208,0.317,0.0,0.096
8251,2016,2016-05-24,2016-05-25,Dataland Daily,National,Online,200,Adults,,0.195,0.245,0.345,0.035,0.18
8252,2016,2016-05-24,2016-05-26,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.145,0.309,0.431,0.0,0.115
8253,2016,2016-05-24,2016-05-26,Cobolite Coalition Calling,Circuiton,IVR,2000,RV,CC,0.083,0.368,0.461,0.0,0.088
8254,2016,2016-05-25,2016-05-26,Proudly Paid For Polling,Infoglen,Online,1000,LV,DGM,0.35,0.277,0.331,0.0,0.042
8255,2016,2016-05-25,2016-05-26,Proudly Paid For Polling,National,Online,1000,LV,DGM,0.225,0.279,0.362,0.052,0.082
8256,2016,2016-05-25,2016-05-27,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,,0.159,0.205,0.35,0.211,0.074
8257,2016,2016-05-25,2016-05-27,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,,0.258,0.323,0.344,0.0,0.075
8258,2016,2016-05-25,2016-05-27,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,,0.392,0.207,0.331,0.0,0.069
8259,2016,2016-05-25,2016-05-27,Dataland Daily,National,Online,200,Adults,,0.18,0.2,0.44,0.055,0.125
8260,2016,2016-05-26,2016-05-27,Dataland Daily,National,Online,200,Adults,,0.215,0.225,0.385,0.065,0.11
8261,2016,2016-05-26,2016-05-28,Proudly Paid For Polling,Binaryshire,Online,1000,LV,DGM,0.804,0.022,0.121,0.0,0.053
8262,2016,2016-05-26,2016-05-28,Proudly Paid For Polling,Cortexia,Online,1000,LV,CC,0.192,0.175,0.327,0.231,0.075
8263,2016,2016-05-27,2016-05-29,Dataland Register-Gazette,Cortexia,Live caller,1500,LV,,0.177,0.215,0.334,0.211,0.062
8264,2016,2016-05-28,2016-05-29,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,,0.381,0.157,0.384,0.0,0.078
8265,2016,2016-05-27,2016-05-29,Dataland Daily,National,Online,200,Adults,,0.105,0.28,0.465,0.025,0.125
8266,2016,2016-05-28,2016-05-29,Dataland Daily,National,Online,200,Adults,,0.18,0.265,0.35,0.03,0.175
8267,2016,2016-05-28,2016-05-30,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.158,0.318,0.439,0.0,0.085
8268,2016,2016-05-29,2016-05-30,Dataland Daily,National,Online,200,Adults,,0.165,0.265,0.36,0.035,0.175
8269,2016,2016-05-30,2016-05-31,No Province Left Behind,Binaryshire,IVR,500,LV,,0.828,0.012,0.086,0.0,0.074
8270,2016,2016-05-29,2016-05-31,Progressive Polling,Electropolis,Live caller,1000,LV,PDAL,0.203,0.334,0.405,0.0,0.058
8271,2016,2016-05-30,2016-05-31,Proudly Paid For Polling,National,Online,1000,LV,PDAL,0.215,0.237,0.461,0.049,0.038
8272,2016,2016-05-29,2016-05-31,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.054,0.16,0.131,0.581,0.074
8273,2016,2016-05-29,2016-05-31,Dataland Register-Gazette,Voltagea,Live caller,1500,LV,,0.108,0.345,0.467,0.0,0.079
8274,2016,2016-05-30,2016-05-31,Progressive Polling,Voltagea,Live caller,1000,LV,,0.107,0.299,0.536,0.0,0.058
8275,2016,2016-05-31,2016-06-01,No Province Left Behind,Amperville,IVR,500,LV,,0.04,0.144,0.75,0.0,0.066
8276,2016,2016-05-30,2016-06-01,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.192,0.186,0.319,0.236,0.067
